Judge #1,,,,,Judge #2,,,,,Both,,,Agreed,,,,Final + LLM,,"Conflict with gpt-4o, 5 runs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pair,L,R,Label L,Label R,Pair,L,R,Label L,Label R,P,L,R,P,L,R,Final,,Notes,,1,2,3,4,5,,U4o,2,3,4,5,,,F4oM,2,3,4,5,,U4M,2,3,4,5,,A File,B File,A id,B id,
F,F,F,wrong,minor,F,F,T,wrong,major,F,F,#,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1545239#138#578.java,4_1129528#30#61.java,2235431,4232438,4
T,T,T,major,major,T,T,T,major,major,T,T,T,,,,T,,,,100,100,100,100,100,,100,100,100,100,100,,,100,100,100,100,100,,100,100,100,100,100,,4_1121084#40#51.java,4_999982#18#24.java,2252378,18542300,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2273008#39#86.java,4_778001#76#248.java,2324866,6961579,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_740231#108#119.java,4_2709322#216#407.java,2386120,9261908,4
F,F,F,wrong,minor,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_329626#64#73.java,4_1320790#31#40.java,2602105,19240485,4
F,F,F,wrong,minor,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_264272#754#780.java,4_135830#203#236.java,2711644,3660402,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_264272#790#816.java,4_1635001#803#815.java,2711645,6226270,4
F,F,T,wrong,major,F,F,T,minor,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,!!,0,100,100,100,0,,4_2215970#211#222.java,4_920276#362#383.java,2721034,22998998,4
F,F,F,test,minor,F,F,F,test,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2078997#185#195.java,4_1835523#163#178.java,3024984,8407905,4
F,F,T,test,major,F,F,T,test,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2078997#244#254.java,4_199111#139#162.java,3024989,9195362,4
F,F,F,minor,wrong,F,T,F,major,wrong,F,#,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1269559#225#243.java,4_2599719#874#900.java,3046300,8778962,4
F,F,F,minor,test,F,T,F,major,wrong,F,#,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1269559#225#243.java,4_1802755#301#316.java,3046300,8966082,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_199656#73#77.java,4_2546259#140#158.java,3061454,18578541,4
F,F,F,wrong,minor,F,F,T,wrong,major,F,F,#,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2704407#39#52.java,4_2196281#602#635.java,3104483,9996802,4
F,F,F,test,minor,F,F,F,test,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2469197#43#58.java,4_818379#60#81.java,3265819,9413061,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_295236#68#107.java,4_1156117#61#87.java,3395310,5260867,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_699272#254#366.java,4_2646900#194#231.java,3402503,14770729,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1676100#297#315.java,4_1834805#95#385.java,3422759,7005223,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_836382#21#47.java,4_2142606#23#48.java,3498857,9977165,4
F,F,F,incomplete,minor,F,F,F,incomplete,minor,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_595882#92#102.java,4_1809621#262#285.java,3753583,7600378,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2181149#45#63.java,4_1751811#245#278.java,3767903,21919199,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2181149#45#63.java,4_2337215#109#130.java,3767903,17477957,4
F,T,F,major,minor,F,T,F,major,minor,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_694246#20#56.java,4_1840152#594#614.java,3874060,6379125,4
F,F,T,minor,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_12209#40#79.java,4_717736#140#153.java,3904948,9597889,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1385566#41#53.java,4_1620218#319#330.java,3992343,4076629,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1620218#194#210.java,4_1976964#39#89.java,4076620,22801734,4
F,F,F,minor,test,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_840994#76#103.java,4_1596280#101#110.java,4118412,17891160,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1786438#48#83.java,4_1933112#50#59.java,4147982,20109527,4
F,F,F,wrong,minor,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1786438#48#83.java,4_1700558#56#71.java,4147982,19870772,4
F,F,F,test,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2641354#62#80.java,4_841726#55#115.java,4349491,15551591,4
F,F,T,minor,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_881137#177#224.java,4_1045821#38#75.java,4441118,12716055,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1194204#504#560.java,4_43936#302#328.java,4464301,22423727,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_184530#38#50.java,4_2224914#346#365.java,4542694,7130579,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_184530#38#50.java,4_625112#25#42.java,4542694,8637246,4
F,F,F,wrong,minor,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1537852#276#295.java,4_536217#164#173.java,4567361,23241192,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2353261#49#65.java,4_2229390#29#52.java,4579205,13514558,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2063136#54#103.java,4_2688879#37#49.java,4594844,6188784,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_519642#100#112.java,4_942717#45#51.java,4599372,9769234,4
F,F,F,wrong,minor,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2601530#28#121.java,4_825239#1161#1196.java,4937926,22900247,4
F,F,F,test,wrong,F,F,F,test,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1650#190#201.java,4_2416063#142#158.java,5053350,14196272,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_29425#84#146.java,4_1865885#85#89.java,5125847,17467778,4
F,F,T,minor,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_415951#154#176.java,4_1161856#11#19.java,5557048,14132965,4
F,F,F,minor,incomplete,F,T,T,major,major,F,#,#,,,,F,F,main,FT,100,100,100,100,100,FT,100,100,100,100,100,,,0,0,0,0,0,,0,0,0,0,0,,4_1330483#93#103.java,4_1830236#18#40.java,5760649,18773070,4
F,F,F,test,minor,F,F,T,test,major,F,F,#,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_937219#22#43.java,4_758449#47#59.java,5785861,17467385,4
F,F,F,wrong,minor,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1676960#30#41.java,4_1271045#146#369.java,5807569,17573144,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1729199#79#95.java,4_1149247#14#34.java,5875193,8567304,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1650257#180#197.java,4_1810839#360#377.java,6185786,14729262,4
F,T,F,major,wrong,F,T,F,major,minor,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1094311#100#113.java,4_1272364#29#39.java,6191498,17826787,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_183804#752#778.java,4_1583048#153#165.java,6244936,23071780,4
F,F,T,minor,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1840152#594#614.java,4_981046#706#750.java,6379125,17014629,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1247433#142#148.java,4_2692691#167#175.java,6399107,19172383,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1608219#146#160.java,4_2425138#35#45.java,6424937,12980227,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_398175#39#99.java,4_295232#35#46.java,6430125,20644476,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_794620#137#171.java,4_1113498#86#104.java,6464850,22271237,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_712665#265#269.java,4_748852#351#489.java,6597127,12524253,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_918375#256#260.java,4_2348309#790#816.java,6704750,9088423,4
F,T,F,major,test,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_591600#1184#1192.java,4_1982357#26#33.java,6778337,12626918,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_209298#804#830.java,4_2631723#112#123.java,6814854,20806023,4
F,F,F,minor,minor,F,F,F,wrong,minor,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_901651#30#66.java,4_1412964#405#458.java,7038631,21715891,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_85151#8#81.java,4_648366#13#39.java,7209802,18568751,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_197938#245#256.java,4_143487#356#440.java,7237618,7901579,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_197938#245#256.java,4_649022#14#43.java,7237618,16579945,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2715518#122#137.java,4_1783385#25#65.java,7380658,18773782,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2222114#56#99.java,4_1112572#52#57.java,7398604,12923083,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1494993#873#899.java,4_1851161#24#49.java,7460370,17231006,4
F,F,F,minor,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_57924#141#175.java,4_2024008#15#39.java,7499186,21649269,4
F,F,F,minor,wrong,F,T,F,major,wrong,F,#,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_318080#74#105.java,4_207391#48#59.java,7524607,9324781,4
F,F,T,minor,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2546168#149#275.java,4_215042#58#70.java,7727956,23613195,4
F,F,F,minor,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1809056#264#322.java,4_1461739#19#41.java,7872660,19360483,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_570858#94#106.java,4_124375#26#79.java,7993946,11664487,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_570858#94#106.java,4_1782695#11#74.java,7993946,8430178,4
F,F,T,wrong,major,F,F,F,wrong,incomplete,F,F,#,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1000055#168#186.java,4_396851#203#227.java,8121415,8296360,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_687723#110#134.java,4_684569#114#134.java,8361376,11779246,4
F,F,F,wrong,wrong,F,F,F,wrong,incomplete,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_707943#837#863.java,4_1772581#98#114.java,8612647,21907699,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1827257#1369#1374.java,4_753625#754#780.java,8709510,14317425,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1827257#1369#1374.java,4_2224878#60#125.java,8709510,15767021,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1607771#838#864.java,4_184404#78#80.java,8793825,19962044,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1607771#838#864.java,4_2065465#74#133.java,8793825,21057438,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1609240#359#415.java,4_238585#13#21.java,8856524,10089329,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_853692#50#106.java,4_2027381#127#138.java,8932510,17551461,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1495157#360#377.java,4_1316166#74#88.java,9186582,18371114,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1553544#403#417.java,4_1194610#180#187.java,9236362,18865693,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_58295#257#290.java,4_1944189#30#65.java,9312243,13915960,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1276123#58#99.java,4_1145166#275#349.java,9371509,18318816,4
F,F,F,test,wrong,F,F,F,test,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1835825#10#27.java,4_2222757#114#139.java,9477468,13433127,4
F,F,F,wrong,test,F,F,F,wrong,test,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1041358#49#56.java,4_847997#69#97.java,9552428,11677415,4
F,F,F,wrong,minor,F,F,F,wrong,minor,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_964253#838#864.java,4_1165806#113#131.java,9693856,22832422,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1538221#261#272.java,4_1175614#260#327.java,9756057,12048549,4
T,T,T,major,major,T,T,T,major,major,T,T,T,,,,T,,,,100,100,100,100,100,TF,0,0,0,0,0,I,TF,0,0,0,0,0,TF,0,0,0,0,0,,4_277906#114#127.java,4_981509#222#233.java,9756366,11199367,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_207381#14#21.java,4_2333916#14#27.java,9880330,20741536,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2111982#925#1003.java,4_109880#499#540.java,10062076,10912333,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1385816#49#55.java,4_468200#42#76.java,10131427,14618136,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_992576#39#63.java,4_1802351#838#864.java,10195648,16388707,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_499702#347#477.java,4_1360935#504#513.java,10207809,20372195,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1869311#691#716.java,4_648366#13#39.java,10443091,18568751,4
T,T,T,major,major,T,T,T,major,major,T,T,T,,,,T,,,,100,100,100,100,100,,100,100,100,100,100,,,100,100,100,100,100,,100,100,100,100,100,,4_168944#152#172.java,4_311323#467#483.java,10467996,18880060,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2327363#451#460.java,4_1480760#105#116.java,10545755,22137915,4
T,T,T,major,major,T,T,T,major,major,T,T,T,,,,T,,,,100,100,100,100,100,,100,100,100,100,100,,,100,100,100,100,100,,100,100,100,100,100,,4_406522#127#133.java,4_2403960#34#49.java,10656323,12971450,4
T,T,T,major,major,T,T,T,major,major,T,T,T,,,,T,,,,100,100,100,100,100,,100,100,100,100,100,,,100,100,100,100,100,,100,100,100,100,100,,4_2714762#211#241.java,4_2457991#18#34.java,11036037,22456976,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1623394#32#47.java,4_2246717#79#175.java,11090448,22625096,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2430560#838#864.java,4_1921479#47#65.java,11319479,21028032,4
T,T,T,major,major,T,T,T,major,major,T,T,T,,,,T,,,,100,100,100,100,100,,100,100,100,100,100,,,100,100,100,100,100,,100,100,100,100,100,,4_927573#96#119.java,4_346204#78#92.java,11358169,16797428,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2640664#753#779.java,4_422665#8#22.java,11548510,23294396,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1398567#98#115.java,4_1721030#22#49.java,11560551,21900384,4
F,T,F,major,test,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2685107#122#164.java,4_1074458#108#143.java,12306296,20681845,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2597181#73#117.java,4_1721030#22#49.java,12512647,21900384,4
F,F,T,wrong,major,F,F,T,minor,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_748852#419#442.java,4_403380#69#94.java,12524256,18515326,4
F,F,T,wrong,major,F,F,T,minor,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_1868897#296#316.java,4_1956813#24#34.java,12542684,20805582,4
F,F,F,wrong,incomplete,F,F,F,wrong,incomplete,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_683921#51#104.java,4_1375735#28#37.java,12544564,21150253,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2315565#267#294.java,4_329635#190#218.java,12682066,14864066,4
F,F,F,wrong,wrong,F,F,F,incomplete,incomplete,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2291127#31#67.java,4_1932007#194#216.java,12757148,18761618,4
T,T,T,major,major,T,T,T,major,major,T,T,T,,,,T,,,,100,100,100,100,100,,100,100,100,100,100,,,100,100,100,100,100,,100,100,100,100,100,,4_1359688#162#180.java,4_2152928#783#799.java,13111022,19710610,4
F,F,F,minor,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2110005#99#135.java,4_2365821#838#864.java,13299924,18731109,4
F,F,F,wrong,wrong,F,F,F,wrong,wrong,F,F,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2177470#47#61.java,4_311323#493#526.java,13312539,18880061,4
F,T,F,major,test,F,T,F,major,test,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_2224926#494#505.java,4_248474#85#91.java,13351233,19180786,4
F,F,T,wrong,major,F,F,T,wrong,major,F,F,T,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_718755#184#229.java,4_224239#22#43.java,13516684,20691789,4
F,T,F,major,wrong,F,T,F,major,wrong,F,T,F,,,,F,,,,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,,4_464689#10#17.java,4_1283614#41#60.java,13660039,21803552,4
