Functionality,File A,File B,Run 1,Run 2,Run 3,Run 4,Run 5,LLM majority,Human consensus,Human-LLM agreement,Final after scrutiny,Human label changed
27,27_107770#14#76.java,27_62959#6#18.java,F,F,F,F,F,F,F,T,F,F
27,27_63334#311#344.java,27_13156#413#418.java,F,F,F,F,F,F,F,T,F,F
27,27_28976#16#81.java,27_110306#11#28.java,F,F,F,F,F,F,F,T,F,F
27,27_90813#693#728.java,27_17735#14#76.java,F,F,F,F,F,F,F,T,F,F
28,28_113447#31#43.java,28_112321#490#501.java,F,F,F,F,F,F,F,T,F,F
29,29_6792#8#39.java,29_1262363#637#646.java,F,F,F,F,F,F,F,T,F,F
30,30_119572#222#233.java,30_2294591#80#109.java,F,F,F,F,F,F,F,T,F,F
30,30_107025#85#116.java,30_173508#19#53.java,F,F,F,F,F,F,F,T,F,F
30,30_116037#23#31.java,30_815008#105#114.java,F,F,F,F,F,F,F,T,F,F
30,30_83727#283#473.java,30_843997#145#152.java,F,F,F,F,F,F,F,T,F,F
30,30_11981#315#466.java,30_1119346#101#111.java,F,F,F,F,F,F,F,T,F,F
30,30_110030#233#414.java,30_1403839#57#107.java,F,F,F,F,F,F,F,T,F,F
30,30_71534#17#53.java,30_546562#104#122.java,F,F,F,F,F,F,F,T,F,F
30,30_785129#238#241.java,30_2677430#113#179.java,F,F,F,F,F,F,F,T,F,F
30,30_2613043#34#56.java,30_1488565#380#388.java,F,F,F,F,F,F,F,T,F,F
30,30_2419989#178#193.java,30_72604#27#31.java,F,F,F,F,F,F,F,T,F,F
30,30_1010912#73#87.java,30_157734#1771#1792.java,F,F,F,F,F,F,F,T,F,F
30,30_1235891#148#165.java,30_1644293#467#488.java,F,F,F,F,F,F,F,T,F,F
30,30_990383#69#84.java,30_1546300#172#189.java,F,F,F,F,F,F,F,T,F,F
30,30_1935035#167#199.java,30_1697006#206#260.java,F,F,F,F,F,F,F,T,F,F
30,30_1430943#542#562.java,30_724667#125#154.java,F,F,F,F,F,F,F,T,F,F
30,30_453115#243#267.java,30_1876076#260#277.java,F,F,F,F,F,F,F,T,F,F
30,30_1716001#87#95.java,30_308500#153#177.java,F,F,F,F,F,F,F,T,F,F
30,30_2422584#127#153.java,30_1530957#233#261.java,F,F,F,F,F,F,F,T,F,F
30,30_1407273#31#83.java,30_2667874#322#330.java,F,F,F,F,F,F,F,T,F,F
30,30_1408524#92#121.java,30_1716203#442#447.java,F,F,F,F,F,F,F,T,F,F
30,30_80468#133#174.java,30_2665309#555#572.java,F,F,F,F,F,F,F,T,F,F
30,30_2658391#661#685.java,30_1901682#89#185.java,F,F,F,F,F,F,F,T,F,F
30,30_2349223#111#169.java,30_1683509#109#132.java,F,F,F,F,F,F,F,T,F,F
30,30_1286176#257#276.java,30_962542#65#103.java,F,F,F,F,F,F,F,T,F,F
30,30_2086614#39#61.java,30_1233879#77#101.java,F,F,F,F,F,F,F,T,F,F
30,30_2648211#231#276.java,30_1707856#152#164.java,F,F,F,F,F,F,F,T,F,F
30,30_1683509#109#132.java,30_2332106#29#50.java,F,F,F,F,F,F,F,T,F,F
30,30_1956548#110#117.java,30_1829162#85#106.java,F,F,F,F,F,F,F,T,F,F
30,30_2492168#23#62.java,30_808653#137#163.java,F,F,F,F,F,F,F,T,F,F
30,30_1065583#595#612.java,30_461715#412#434.java,F,F,F,F,F,F,F,T,F,F
30,30_2174748#103#118.java,30_187199#34#59.java,F,F,F,F,F,F,F,T,F,F
30,30_1724840#491#771.java,30_907471#115#139.java,F,F,F,F,F,F,F,T,F,F
30,30_2011099#624#696.java,30_1459635#22#40.java,F,F,F,F,F,F,F,T,F,F
30,30_128573#423#450.java,30_240905#233#255.java,F,F,F,F,F,F,F,T,F,F
30,30_1172615#134#150.java,30_452569#154#170.java,F,F,F,F,F,F,F,T,F,F
30,30_1830095#798#821.java,30_2307606#154#193.java,F,F,F,F,F,F,F,T,F,F
30,30_1967105#53#94.java,30_328591#37#69.java,F,F,F,F,F,F,F,T,F,F
30,30_1810839#51#68.java,30_1233879#103#125.java,F,F,F,F,F,F,F,T,F,F
30,30_1257200#229#245.java,30_2468560#216#262.java,F,F,F,F,F,F,F,T,F,F
30,30_1883004#31#58.java,30_1720331#47#67.java,F,F,F,F,F,F,F,T,F,F
30,30_1233879#294#309.java,30_464694#450#468.java,F,F,F,F,F,F,F,T,F,F
30,30_2555371#13#42.java,30_215734#58#75.java,F,F,F,F,F,F,F,T,F,F
30,30_1269131#41#74.java,30_1449460#40#46.java,F,F,F,F,F,F,F,T,F,F
30,30_2016637#141#157.java,30_330776#18#27.java,F,F,F,F,F,F,F,T,F,F
31,31_69900#44#73.java,31_65062#252#280.java,F,F,F,F,F,F,F,T,F,F
31,31_80254#343#349.java,31_32933#324#344.java,F,F,F,F,F,F,F,T,F,F
31,31_76287#271#295.java,31_34305#89#114.java,F,F,F,F,F,F,F,T,F,F
31,31_105865#72#124.java,31_80605#91#104.java,F,F,F,F,F,F,F,T,F,F
31,31_77601#54#62.java,31_102268#525#556.java,F,F,F,F,F,F,F,T,F,F
32,32_1611137#33#62.java,32_2229231#873#915.java,F,F,F,F,F,F,F,T,F,F
33,33_1644774#278#308.java,33_6519#75#105.java,F,F,F,F,F,F,F,T,F,F
33,33_2255804#66#72.java,33_784037#48#58.java,F,F,F,F,F,F,F,T,F,F
34,34_74632#61#83.java,34_2146112#47#75.java,F,F,F,F,F,F,F,T,F,F
34,34_13941#14#26.java,34_133555#48#157.java,F,F,F,F,F,F,F,T,F,F
34,34_130255#13#30.java,34_1766700#56#76.java,F,F,F,F,F,F,F,T,F,F
34,34_94689#48#157.java,34_90685#31#45.java,F,F,F,F,F,F,F,T,F,F
34,34_2251050#135#169.java,34_1075911#31#75.java,F,F,F,F,F,F,F,T,F,F
35,35_109748#632#667.java,35_68056#53#166.java,F,F,F,F,F,F,F,T,F,F
35,35_41424#206#219.java,35_112669#9#38.java,F,F,F,F,F,F,F,T,F,F
35,35_82635#27#32.java,35_582442#44#61.java,F,F,F,F,F,F,F,T,F,F
35,35_113275#239#291.java,35_93383#56#105.java,F,F,F,F,F,F,F,T,F,F
35,35_117109#53#166.java,35_644942#66#83.java,F,F,F,F,F,F,F,T,F,F
35,35_1878847#189#201.java,35_1732563#452#486.java,F,F,F,F,F,F,F,T,F,F
35,35_340619#54#76.java,35_4610#358#491.java,F,F,F,F,F,F,F,T,F,F
35,35_2127667#70#116.java,35_2735097#13#20.java,F,F,F,F,F,F,F,T,F,F
35,35_1071092#313#336.java,35_905806#66#83.java,F,F,F,F,F,F,F,T,F,F
35,35_2555404#55#67.java,35_2395829#324#344.java,F,F,F,F,F,F,F,T,F,F
35,35_1799166#239#268.java,35_1198967#488#491.java,F,F,F,F,F,F,F,T,F,F
35,35_2055062#76#100.java,35_1595712#433#492.java,F,F,F,F,F,F,F,T,F,F
35,35_4610#242#356.java,35_2468324#212#239.java,F,F,F,F,F,F,F,T,F,F
35,35_1618834#82#99.java,35_1923346#80#90.java,F,F,F,F,F,F,F,T,F,F
35,35_2424941#34#54.java,35_674717#671#684.java,F,F,F,F,F,F,F,T,F,F
35,35_2098589#714#778.java,35_2337867#23#34.java,F,F,F,F,F,F,F,T,F,F
35,35_19885#54#62.java,35_905806#66#83.java,F,F,F,F,F,F,F,T,F,F
36,36_39160#11#65.java,36_59171#63#112.java,F,F,F,F,F,F,F,T,F,F
37,37_85171#145#156.java,37_92231#50#98.java,F,F,F,F,F,F,F,T,F,F
38,38_298673#22#42.java,38_2296872#1798#1817.java,F,F,F,F,F,F,F,T,F,F
39,39_663926#18#30.java,39_2661115#163#180.java,T,T,T,T,T,T,T,T,T,F
40,40_15989#37#140.java,40_105026#94#117.java,F,F,F,F,F,F,F,T,F,F
41,41_669247#34#91.java,41_1284938#237#251.java,F,F,F,F,F,F,F,T,F,F
41,41_892239#200#224.java,41_1037902#112#118.java,F,F,F,F,F,F,F,T,F,F
41,41_862665#113#128.java,41_1847721#40#47.java,F,F,F,F,F,F,F,T,F,F
41,41_551360#627#637.java,41_857233#88#102.java,F,F,F,F,F,F,F,T,F,F
41,41_1446996#69#149.java,41_125669#148#152.java,F,F,F,F,F,F,F,T,F,F
41,41_2727594#375#384.java,41_2543124#10#43.java,F,F,F,F,F,F,F,T,F,F
42,42_1614157#216#235.java,42_1564011#85#99.java,F,F,F,F,F,F,F,T,F,F
42,42_2706639#50#87.java,42_1274755#232#269.java,F,F,F,F,F,F,F,T,F,F
42,42_1670244#27#54.java,42_546923#137#148.java,F,F,F,F,F,F,F,T,F,F
42,42_310619#109#132.java,42_1619643#135#149.java,F,F,F,F,F,F,F,T,F,F
42,42_720500#68#195.java,42_911810#28#151.java,F,F,F,F,F,F,F,T,F,F
42,42_2055704#257#268.java,42_1571038#87#102.java,F,F,F,F,F,F,F,T,F,F
43,43_1565465#1067#1103.java,43_1946653#63#79.java,F,F,F,F,F,F,F,T,F,F
44,44_12148#6#11.java,44_253634#5#18.java,F,F,F,F,F,F,T,F,F,T
45,45_350093#21#66.java,45_712642#294#347.java,F,F,F,F,F,F,F,T,F,F
